1	1	1	1	1	1	1	1	0.999	1	0.999	0.993	0.945	0.901	0.802	0.65	0.5	0.391	0.199	0.116	0.06	0.035	0.021	0.006	0.006	0.003	0.002	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	0.977	0.869	0.605	0.334	0.191	0.12	0.099	0.109	0.104	0.131	0.15	0.125	0.16	0.159	0.165	0.166	0.181	0.187	0.184	0.188	0.201	0.207	0.224	0.221	0.223	0.202	0.216	0.202	0.184	0.164	0.148	0.141	0.113	0.118	0.105	0.089	0.069	0.05	0.06	0.033	0.035	0.034	0.018	0.015	0.012	0.012	0.005	0.006	0.003	0	0	0.002	0.001	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998	0.997	0.993	0.992	0.971	0.962	0.925	0.882	0.84	0.736	0.677	0.582	0.511	0.439	0.375	0.329	0.242	0.209	0.155	0.138	0.098	0.076	0.081	0.062	0.049	0.048	0.031	0.034	0.025	0.017	0.014	0.009	0.005	0.002	0.005	0.002	0.001	0	0.001	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999	0.997	0.992	0.983	0.969	0.942	0.901	0.819	0.777	0.685	0.576	0.459	0.352	0.273	0.152	0.11	0.073	0.028	0.019	0.01	0.002	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	0.998	0.994	0.986	0.945	0.903	0.841	0.764	0.682	0.592	0.487	0.412	0.301	0.229	0.165	0.11	0.068	0.052	0.028	0.018	0.005	0.006	0.002	0.002	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999	1	0.999	0.996	0.992	0.982	0.956	0.915	0.848	0.755	0.664	0.509	0.402	0.304	0.209	0.144	0.102	0.041	0.029	0.025	0.015	0.006	0.005	0.002	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999	0.999	0.994	0.985	0.972	0.942	0.903	0.87	0.788	0.706	0.622	0.527	0.427	0.348	0.337	0.248	0.219	0.173	0.127	0.086	0.06	0.054	0.046	0.029	0.027	0.015	0.011	0.006	0.005	0	0.002	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	0.993	0.989	0.966	0.934	0.887	0.845	0.816	0.764	0.734	0.717	0.742	0.719	0.7	0.698	0.73	0.712	0.73	0.703	0.676	0.665	0.655	0.619	0.596	0.54	0.515	0.484	0.486	0.409	0.386	0.332	0.288	0.259	0.188	0.189	0.136	0.128	0.126	0.086	0.055	0.051	0.048	0.034	0.028	0.018	0.009	0.01	0.006	0.01	0.006	0.003	0	0.004	0.001	0.001	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998	0.996	0.994	0.984	0.967	0.958	0.943	0.913	0.889	0.851	0.814	0.746	0.658	0.618	0.54	0.491	0.399	0.32	0.234	0.216	0.137	0.095	0.061	0.047	0.027	0.021	0.01	0.005	0.003	0.003	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998	0.996	0.988	0.959	0.913	0.833	0.724	0.618	0.521	0.436	0.323	0.284	0.212	0.174	0.115	0.104	0.085	0.068	0.053	0.047	0.04	0.033	0.026	0.024	0.022	0.007	0.01	0.01	0.008	0.003	0.007	0.005	0.008	0.004	0.002	0.003	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999	0.998	0.994	0.995	0.989	0.986	0.974	0.964	0.949	0.938	0.918	0.899	0.881	0.86	0.87	0.832	0.794	0.779	0.779	0.736	0.692	0.655	0.618	0.581	0.569	0.502	0.506	0.492	0.479	0.42	0.389	0.352	0.346	0.291	0.299	0.251	0.214	0.215	0.218	0.205	0.17	0.151	0.146	0.125	0.105	0.109	0.097	0.091	0.085	0.079	0.092	0.075	0.061	0.07	0.073	0.047	0.048	0.053	0.042	0.056	0.039	0.037	0.027	0.042	0.024	0.031	0.024	0.018	0.019	0.017	0.011	0.005	0.002	0.003	0.002	0.001	0.001	0.001	0	0	0.001	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998	0.997	0.996	0.984	0.966	0.931	0.887	0.814	0.697	0.563	0.451	0.338	0.199	0.138	0.107	0.054	0.024	0.011	0.007	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
